wavelength,intensity,intensity_err
17.4196184106609,19756.777994791668,211.17781429728825
17.42552236518092,19916.97705078125,213.08292361939948
17.431426319700943,19829.84033203125,214.36164810461636
17.437330274220965,19774.940592447918,206.80221542611946
17.443234228740987,19582.721842447918,199.4078739032699
17.44913818326101,19792.588216145832,216.56205618420825
17.455042137781035,19831.345703125,209.55617929272495
17.460946092301057,19958.861979166668,219.25838433965725
17.46685004682108,19827.189290364582,214.92490026823933
17.4727540013411,19900.995768229168,206.2581339873432
17.478657955861124,19831.109049479168,209.5020470962429
17.484561910381146,19832.17333984375,222.70247965898653
17.490465864901168,19836.220703125,213.09071655522771
17.49636981942119,19863.935221354168,218.04874855475933
17.502273773941212,19800.671875,209.3612498425518
17.508177728461234,19847.191569010418,204.8517238860885
17.514081682981256,19934.157552083332,207.0599168255348
17.51998563750128,19820.508138020832,213.85891492954894
17.5258895920213,19940.07470703125,205.77625069670162
17.531793546541323,19880.29345703125,205.37125359747208
17.537697501061345,19917.038411458332,195.2867424714285
17.543601455581367,19845.56787109375,193.00731542316163
17.549505410101393,19941.680989583332,198.68405891365586
17.555409364621415,19936.213704427082,195.28822210789895
17.561313319141437,20039.008626302082,203.27160384634212
17.56721727366146,19877.046223958332,199.8470767410545
17.57312122818148,20023.05859375,198.94479477247123
17.579025182701503,19918.306966145832,207.54937906050907
17.584929137221526,20055.048014322918,212.54128264223567
17.590833091741548,19955.9638671875,202.36167544701524
17.59673704626157,20066.24169921875,213.92229214486298
17.602641000781592,19711.981770833332,196.62755961585054
17.608544955301614,19979.726725260418,200.42195600100197
17.614448909821636,19967.074869791668,212.49338607571488
17.62035286434166,19985.836100260418,214.04293366940988
17.62625681886168,19870.899576822918,204.68708702911835
17.632160773381703,19977.10205078125,217.68197749529526
17.638064727901725,19905.952473958332,210.95783965452307
17.643968682421747,19999.951985677082,214.7035459732178
17.649872636941772,19851.86474609375,210.3229651884145
17.655776591461795,19996.90380859375,215.44702659256382
17.661680545981817,19953.12255859375,212.06359659304826
17.66758450050184,20005.824055989582,224.07785410083596
17.67348845502186,19965.579752604168,210.87026198659277
17.679392409541883,19980.465983072918,210.99291029511892
17.685296364061905,19982.009602864582,211.91935685220236
17.691200318581927,20044.544596354168,222.1312664034165
17.69710427310195,19953.867838541668,210.18012524046677
17.70300822762197,19999.221842447918,222.63793364060817
17.708912182141994,19912.156901041668,211.88272787864108
17.714816136662016,19936.078938802082,207.71035316222338
17.720720091182038,19880.100260416668,221.77285966658826
17.72662404570206,19961.718587239582,218.16662448074834
17.732528000222082,19885.2587890625,212.7227801402976
17.738431954742104,19872.223307291668,220.8899777639302
17.74433590926213,19967.582194010418,213.6228126467448
17.750239863782152,19996.676106770832,207.34397695826513
17.756143818302174,19937.544596354168,217.572533971489
17.762047772822196,20067.431966145832,222.49119508548614
17.76795172734222,20003.19287109375,201.1283663168185
17.77385568186224,20031.890950520832,219.65579683764045
17.779759636382263,20083.8544921875,217.91636837891076
17.785663590902285,20051.779459635418,207.37591113509524
17.791567545422307,20136.11328125,213.72281017974578
17.79747149994233,20064.305501302082,219.5810547245303
17.80337545446235,20191.574055989582,203.63129528851297
17.809279408982373,20112.216145833332,214.46349824323607
17.815183363502396,20141.3955078125,210.2746183134355
17.821087318022418,20124.34814453125,201.05324691360332
17.82699127254244,20105.720540364582,205.4884914664557
17.832895227062462,20036.90283203125,209.94776220126826
17.838799181582484,20029.29296875,194.79826640683214
17.84470313610251,20070.7294921875,206.03033949288235
17.850607090622532,20005.28466796875,204.1788954043156
17.856511045142554,20041.205891927082,195.0994058666515
17.862414999662576,20001.085123697918,189.01517244387568
17.868318954182598,20093.610514322918,203.4162745252012
17.87422290870262,20084.73876953125,197.64017926913627
17.880126863222642,20238.412272135418,197.24833749970543
17.886030817742665,20313.842936197918,205.0357009984563
17.891934772262687,20309.508138020832,203.08204828321868
17.89783872678271,20273.763020833332,188.87710809891774
17.90374268130273,20180.228678385418,207.86246498132223
17.909646635822753,20113.531087239582,203.29807166160293
17.915550590342775,20183.370930989582,195.01577227759785
17.921454544862797,20200.24365234375,204.70892252534784
17.92735849938282,20370.228352864582,211.80722442297215
17.93326245390284,20378.138509114582,195.0846013398845
17.939166408422867,20427.353515625,215.11010140177024
17.94507036294289,20226.393391927082,208.65129595665147
17.95097431746291,20207.719075520832,207.30418352673962
17.956878271982934,19990.48046875,196.07479038334733
17.962782226502956,20076.957682291668,208.64571954516646
