wavelength,intensity,intensity_err
15.164552900794053,948.9361979166666,8.285360113540426
15.167012881767695,958.426517062717,8.5431897954685
15.169472862741335,955.7088894314236,8.64237930780042
15.171932843714977,956.2389526367188,8.68167991686461
15.174392824688619,955.2832709418403,8.459737977638945
15.17685280566226,958.5031229654948,8.425871657006821
15.1793127866359,958.9843546549479,8.342088541850902
15.181772767609543,958.600107828776,8.167122616312206
15.184232748583185,957.9862942165798,8.41517506090755
15.186692729556826,962.6534729003906,8.507773252822187
15.189152710530466,965.5359293619791,8.537511984714849
15.191612691504108,957.0918341742622,8.160309517877657
15.19407267247775,963.2798360188802,7.98909351853801
15.196532653451392,964.8519761827257,7.957798907482523
15.198992634425034,964.1150071885851,8.016109255974024
15.201452615398674,970.2357347276476,8.35841323002342
15.203912596372316,972.9305250379774,8.46406422284915
15.206372577345958,966.9734191894531,8.16663405659089
15.2088325583196,967.6824747721354,7.9511478190987575
15.21129253929324,973.0626118977865,7.721551752550936
15.213752520266882,971.6775546603733,7.822519306948315
15.216212501240523,967.289282904731,7.9458730966793825
15.218672482214165,971.0826585557726,8.289397894053836
15.221132463187805,976.7200249565972,8.021822323269781
15.223592444161447,980.0065646701389,7.874286040158332
15.226052425135089,976.197279188368,7.859942170039839
15.228512406108731,976.2328084309896,7.716950204067943
15.230972387082371,986.2663133409288,8.283273843807631
15.233432368056013,980.5220947265625,8.496213140918664
15.235892349029655,983.4539150661892,8.519034864873655
15.238352330003297,982.3980475531685,8.024789010134514
15.240812310976938,986.0213860405815,7.91721899000766
15.243272291950579,987.9320339626736,8.008298354473816
15.24573227292422,992.4524570041233,8.249891802670723
15.248192253897862,989.6976555718315,8.860827560775547
15.250652234871504,991.3749694824219,8.747242407859483
15.253112215845144,991.8309902615017,8.313236198365297
15.255572196818786,992.4210374620226,7.943561906628887
15.258032177792428,995.3175218370226,7.873606222325871
15.26049215876607,992.971913655599,8.183584673356712
15.26295213973971,997.9787021213108,8.67041668595957
15.265412120713352,996.3507826063368,9.010027118629841
15.267872101686994,997.2404174804688,8.616354817515
15.270332082660635,995.6715867784288,8.200140903723529
15.272792063634277,995.3407728407118,7.9113440787031974
15.275252044607917,996.6602851019966,8.294759088389224
15.27771202558156,996.8040127224392,8.533401174511365
15.280172006555201,1003.2150539822048,8.829128431578589
15.282631987528843,996.2144368489584,8.748796311304163
15.285091968502483,1000.1658698187935,8.049874659645905
15.287551949476125,1005.1585218641493,7.674296418386465
15.290011930449767,1009.5764431423611,7.869035899991638
15.292471911423409,1006.0761888292101,8.259566774032399
15.294931892397049,1012.7809448242188,9.538753133733275
15.29739187337069,1013.4095018174913,10.704220076283248
15.299851854344332,1011.4274597167969,10.432245887891417
15.302311835317974,1006.1272854275173,9.938741003659036
15.304771816291614,1013.7277526855469,10.082086026841825
15.307231797265256,1020.0726487901476,10.25308423421024
15.309691778238898,1012.5870429144966,10.411840263796497
15.31215175921254,1008.524905734592,10.55017671681123
15.314611740186182,1017.4684516059028,10.419223121532116
15.317071721159822,1014.8397657606337,10.158866885828875
15.319531702133464,1010.9659356011284,10.029467874757126
15.321991683107106,1015.5175442165798,10.271863213746244
15.324451664080748,1020.75732421875,9.082404573910688
15.326911645054388,1012.5040452745226,8.652157876690412
15.32937162602803,1004.0623779296875,8.569336516850013
15.331831607001671,1005.6810913085938,8.212508165754134
15.334291587975313,1013.3765530056423,8.338896666472742
15.336751568948953,1013.1012301974827,8.424282905904146
15.339211549922595,1013.5670132107205,8.683881090752186
15.341671530896237,1019.5048116048177,8.67668487599634
15.344131511869879,1016.3428717719185,8.716525201317788
15.346591492843519,1020.8856743706597,8.643989899822346
15.34905147381716,1019.8671535915798,8.182515214945
15.351511454790803,1025.1064147949219,8.559000334521746
15.353971435764445,1022.0862019856771,8.571255382272938
15.356431416738086,1023.9603101942274,8.623827512300664
